_id,resultId,examId,examCode,userOpenid,action,questionIndex,timestamp,description,questionType,previousValue,currentValue,answer,from,to
00000000000000000000000000000292,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,6,1782902627333,"拖动C(4→1)，D,A,B,C → C,D,A,B",sorting,"""D,A,B,C""","""C,D,A,B""","""C""",4,1
00000000000000000000000000000293,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,6,1782902633480,"拖动B(4→2)，C,D,A,B → C,B,D,A",sorting,"""C,D,A,B""","""C,B,D,A""","""B""",4,2
00000000000000000000000000000294,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,6,1782902635843,"拖动A(4→3)，C,B,D,A → C,B,A,D",sorting,"""C,B,D,A""","""C,B,A,D""","""A""",4,3
00000000000000000000000000000295,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,6,1782902638462,"拖动C(1→4)，C,B,A,D → B,A,D,C",sorting,"""C,B,A,D""","""B,A,D,C""","""C""",1,4
00000000000000000000000000000296,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,6,1782902640066,"拖动A(2→3)，B,A,D,C → B,D,A,C",sorting,"""B,A,D,C""","""B,D,A,C""","""A""",2,3
00000000000000000000000000000297,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,6,1782902646360,"拖动D(2→1)，B,D,A,C → D,B,A,C",sorting,"""B,D,A,C""","""D,B,A,C""","""D""",2,1
00000000000000000000000000000298,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,leave_question,6,1782902655879,离开第3题,,,,,,
00000000000000000000000000000299,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,enter_question,2,1782902657657,进入第4题,sorting,,,,,
0000000000000000000000000000029a,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,2,1782902680569,"拖动B(2→4)，A,B,C,D → A,C,D,B",sorting,"""A,B,C,D""","""A,C,D,B""","""B""",2,4
0000000000000000000000000000029b,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,2,1782902681653,"拖动B(4→1)，A,C,D,B → B,A,C,D",sorting,"""A,C,D,B""","""B,A,C,D""","""B""",4,1
0000000000000000000000000000029c,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,2,1782902685602,"拖动C(3→2)，B,A,C,D → B,C,A,D",sorting,"""B,A,C,D""","""B,C,A,D""","""C""",3,2
0000000000000000000000000000029d,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,2,1782902687082,"拖动D(4→3)，B,C,A,D → B,C,D,A",sorting,"""B,C,A,D""","""B,C,D,A""","""D""",4,3
0000000000000000000000000000029e,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,2,1782902688207,"拖动B(1→4)，B,C,D,A → C,D,A,B",sorting,"""B,C,D,A""","""C,D,A,B""","""B""",1,4
0000000000000000000000000000029f,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,2,1782902694481,"拖动D(2→3)，C,D,A,B → C,A,D,B",sorting,"""C,D,A,B""","""C,A,D,B""","""D""",2,3
000000000000000000000000000002a0,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,2,1782902696368,"拖动C(1→2)，C,A,D,B → A,C,D,B",sorting,"""C,A,D,B""","""A,C,D,B""","""C""",1,2
000000000000000000000000000002a1,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,leave_question,2,1782902700915,离开第4题,,,,,,
000000000000000000000000000002a2,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,enter_question,5,1782902702324,进入第5题,sorting,,,,,
000000000000000000000000000002a3,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,5,1782902726890,"拖动C(3→4)，A,B,C,D → A,B,D,C",sorting,"""A,B,C,D""","""A,B,D,C""","""C""",3,4
000000000000000000000000000002a4,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,5,1782902731879,"拖动A(1→2)，A,B,D,C → B,A,D,C",sorting,"""A,B,D,C""","""B,A,D,C""","""A""",1,2
000000000000000000000000000002a5,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,leave_question,5,1782902735809,离开第5题,,,,,,
000000000000000000000000000002a6,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,enter_question,3,1782902736917,进入第6题,sorting,,,,,
000000000000000000000000000002a7,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,3,1782902763622,"拖动C(3→4)，A,B,C,D → A,B,D,C",sorting,"""A,B,C,D""","""A,B,D,C""","""C""",3,4
000000000000000000000000000002a8,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,3,1782902765925,"拖动B(2→3)，A,B,D,C → A,D,B,C",sorting,"""A,B,D,C""","""A,D,B,C""","""B""",2,3
000000000000000000000000000002a9,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,leave_question,3,1782902775660,离开第6题,,,,,,
000000000000000000000000000002aa,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,enter_question,9,1782902778677,进入第7题,sorting,,,,,
000000000000000000000000000002ab,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,9,1782902804273,"拖动D(4→3)，A,B,C,D → A,B,D,C",sorting,"""A,B,C,D""","""A,B,D,C""","""D""",4,3
000000000000000000000000000002ac,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,9,1782902805460,"拖动B(2→4)，A,B,D,C → A,D,C,B",sorting,"""A,B,D,C""","""A,D,C,B""","""B""",2,4
000000000000000000000000000002ad,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,9,1782902809751,"拖动D(2→3)，A,D,C,B → A,C,D,B",sorting,"""A,D,C,B""","""A,C,D,B""","""D""",2,3
000000000000000000000000000002ae,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,9,1782902816050,"拖动B(4→2)，A,C,D,B → A,B,C,D",sorting,"""A,C,D,B""","""A,B,C,D""","""B""",4,2
000000000000000000000000000002af,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,9,1782902818196,"拖动D(4→3)，A,B,C,D → A,B,D,C",sorting,"""A,B,C,D""","""A,B,D,C""","""D""",4,3
000000000000000000000000000002b0,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,leave_question,9,1782902825041,离开第7题,,,,,,
000000000000000000000000000002b1,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,enter_question,10,1782902826314,进入第8题,sorting,,,,,
000000000000000000000000000002b2,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,10,1782902849808,"拖动A(1→3)，A,B,C,D → B,C,A,D",sorting,"""A,B,C,D""","""B,C,A,D""","""A""",1,3
000000000000000000000000000002b3,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,10,1782902853869,"拖动D(4→2)，B,C,A,D → B,D,C,A",sorting,"""B,C,A,D""","""B,D,C,A""","""D""",4,2
000000000000000000000000000002b4,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,10,1782902859130,"拖动A(4→3)，B,D,C,A → B,D,A,C",sorting,"""B,D,C,A""","""B,D,A,C""","""A""",4,3
000000000000000000000000000002b5,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,leave_question,10,1782902866208,离开第8题,,,,,,
000000000000000000000000000002b6,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,enter_question,7,1782902868118,进入第9题,sorting,,,,,
000000000000000000000000000002b7,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,7,1782902884779,"拖动D(4→2)，A,B,C,D → A,D,B,C",sorting,"""A,B,C,D""","""A,D,B,C""","""D""",4,2
000000000000000000000000000002b8,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,7,1782902890870,"拖动C(4→1)，A,D,B,C → C,A,D,B",sorting,"""A,D,B,C""","""C,A,D,B""","""C""",4,1
000000000000000000000000000002b9,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,7,1782902897086,"拖动A(2→1)，C,A,D,B → A,C,D,B",sorting,"""C,A,D,B""","""A,C,D,B""","""A""",2,1
000000000000000000000000000002ba,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,7,1782902899867,"拖动A(1→2)，A,C,D,B → C,A,D,B",sorting,"""A,C,D,B""","""C,A,D,B""","""A""",1,2
000000000000000000000000000002bb,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,leave_question,7,1782902909438,离开第9题,,,,,,
000000000000000000000000000002bc,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,enter_question,8,1782902910360,进入第10题,sorting,,,,,
000000000000000000000000000002bd,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,8,1782902930404,"拖动D(4→1)，A,B,C,D → D,A,B,C",sorting,"""A,B,C,D""","""D,A,B,C""","""D""",4,1
000000000000000000000000000002be,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,change_sorting_option,8,1782902935241,"拖动C(4→3)，D,A,B,C → D,A,C,B",sorting,"""D,A,B,C""","""D,A,C,B""","""C""",4,3
000000000000000000000000000002bf,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,leave_question,8,1782902943395,离开第10题,,,,,,
000000000000000000000000000002c0,0000000000000000000000000000000b,0000000000000000000000000000000b,QT-SIM-011-9193,sim_openid_011_656566,submit_exam,-1,1782902944029,提交试卷,,,,,,
000000000000000000000000000002c1,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,start_exam,-1,1782903453035,开始答题,,,,,,
000000000000000000000000000002c2,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,enter_exam,-1,1782903453084,进入试卷页面,,,,,,
000000000000000000000000000002c3,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,enter_question,1,1782903455949,进入第1题,sorting,,,,,
000000000000000000000000000002c4,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,1,1782903468878,"拖动D(4→3)，A,B,C,D → A,B,D,C",sorting,"""A,B,C,D""","""A,B,D,C""","""D""",4,3
000000000000000000000000000002c5,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,1,1782903473830,"拖动A(1→2)，A,B,D,C → B,A,D,C",sorting,"""A,B,D,C""","""B,A,D,C""","""A""",1,2
000000000000000000000000000002c6,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,1,1782903480117,"拖动B(1→2)，B,A,D,C → A,B,D,C",sorting,"""B,A,D,C""","""A,B,D,C""","""B""",1,2
000000000000000000000000000002c7,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,leave_question,1,1782903486642,离开第1题,,,,,,
000000000000000000000000000002c8,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,enter_question,4,1782903488613,进入第2题,sorting,,,,,
000000000000000000000000000002c9,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,4,1782903510947,"拖动C(3→1)，A,B,C,D → C,A,B,D",sorting,"""A,B,C,D""","""C,A,B,D""","""C""",3,1
000000000000000000000000000002ca,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,4,1782903515827,"拖动C(1→3)，C,A,B,D → A,B,C,D",sorting,"""C,A,B,D""","""A,B,C,D""","""C""",1,3
000000000000000000000000000002cb,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,4,1782903521893,"拖动A(1→3)，A,B,C,D → B,C,A,D",sorting,"""A,B,C,D""","""B,C,A,D""","""A""",1,3
000000000000000000000000000002cc,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,4,1782903527508,"拖动D(4→1)，B,C,A,D → D,B,C,A",sorting,"""B,C,A,D""","""D,B,C,A""","""D""",4,1
000000000000000000000000000002cd,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,4,1782903531820,"拖动A(4→1)，D,B,C,A → A,D,B,C",sorting,"""D,B,C,A""","""A,D,B,C""","""A""",4,1
000000000000000000000000000002ce,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,4,1782903536752,"拖动C(4→3)，A,D,B,C → A,D,C,B",sorting,"""A,D,B,C""","""A,D,C,B""","""C""",4,3
000000000000000000000000000002cf,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,4,1782903540199,"拖动B(4→2)，A,D,C,B → A,B,D,C",sorting,"""A,D,C,B""","""A,B,D,C""","""B""",4,2
000000000000000000000000000002d0,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,4,1782903545894,"拖动D(3→4)，A,B,D,C → A,B,C,D",sorting,"""A,B,D,C""","""A,B,C,D""","""D""",3,4
000000000000000000000000000002d1,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,leave_question,4,1782903553166,离开第2题,,,,,,
000000000000000000000000000002d2,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,enter_question,6,1782903555687,进入第3题,sorting,,,,,
000000000000000000000000000002d3,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,6,1782903578322,"拖动D(4→1)，A,B,C,D → D,A,B,C",sorting,"""A,B,C,D""","""D,A,B,C""","""D""",4,1
000000000000000000000000000002d4,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,6,1782903581220,"拖动B(3→4)，D,A,B,C → D,A,C,B",sorting,"""D,A,B,C""","""D,A,C,B""","""B""",3,4
000000000000000000000000000002d5,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,6,1782903582983,"拖动D(1→2)，D,A,C,B → A,D,C,B",sorting,"""D,A,C,B""","""A,D,C,B""","""D""",1,2
000000000000000000000000000002d6,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,6,1782903587133,"拖动C(3→1)，A,D,C,B → C,A,D,B",sorting,"""A,D,C,B""","""C,A,D,B""","""C""",3,1
000000000000000000000000000002d7,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,6,1782903592737,"拖动A(2→3)，C,A,D,B → C,D,A,B",sorting,"""C,A,D,B""","""C,D,A,B""","""A""",2,3
000000000000000000000000000002d8,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,leave_question,6,1782903597569,离开第3题,,,,,,
000000000000000000000000000002d9,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,enter_question,2,1782903599075,进入第4题,sorting,,,,,
000000000000000000000000000002da,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,leave_question,2,1782903610777,离开第4题,,,,,,
000000000000000000000000000002db,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,enter_question,5,1782903613460,进入第5题,sorting,,,,,
000000000000000000000000000002dc,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,5,1782903626158,"拖动A(1→3)，A,B,C,D → B,C,A,D",sorting,"""A,B,C,D""","""B,C,A,D""","""A""",1,3
000000000000000000000000000002dd,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,5,1782903632456,"拖动C(2→1)，B,C,A,D → C,B,A,D",sorting,"""B,C,A,D""","""C,B,A,D""","""C""",2,1
000000000000000000000000000002de,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,5,1782903633613,"拖动D(4→2)，C,B,A,D → C,D,B,A",sorting,"""C,B,A,D""","""C,D,B,A""","""D""",4,2
000000000000000000000000000002df,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,5,1782903639357,"拖动A(4→3)，C,D,B,A → C,D,A,B",sorting,"""C,D,B,A""","""C,D,A,B""","""A""",4,3
000000000000000000000000000002e0,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,leave_question,5,1782903645211,离开第5题,,,,,,
000000000000000000000000000002e1,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,enter_question,3,1782903647532,进入第6题,sorting,,,,,
000000000000000000000000000002e2,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,3,1782903662736,"拖动C(3→4)，A,B,C,D → A,B,D,C",sorting,"""A,B,C,D""","""A,B,D,C""","""C""",3,4
000000000000000000000000000002e3,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,3,1782903669028,"拖动A(1→2)，A,B,D,C → B,A,D,C",sorting,"""A,B,D,C""","""B,A,D,C""","""A""",1,2
000000000000000000000000000002e4,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,3,1782903670543,"拖动D(3→1)，B,A,D,C → D,B,A,C",sorting,"""B,A,D,C""","""D,B,A,C""","""D""",3,1
000000000000000000000000000002e5,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,3,1782903676747,"拖动C(4→3)，D,B,A,C → D,B,C,A",sorting,"""D,B,A,C""","""D,B,C,A""","""C""",4,3
000000000000000000000000000002e6,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,3,1782903678811,"拖动C(3→4)，D,B,C,A → D,B,A,C",sorting,"""D,B,C,A""","""D,B,A,C""","""C""",3,4
000000000000000000000000000002e7,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,leave_question,3,1782903685858,离开第6题,,,,,,
000000000000000000000000000002e8,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,enter_question,9,1782903687137,进入第7题,sorting,,,,,
000000000000000000000000000002e9,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,9,1782903711021,"拖动C(3→2)，A,B,C,D → A,C,B,D",sorting,"""A,B,C,D""","""A,C,B,D""","""C""",3,2
000000000000000000000000000002ea,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,9,1782903714991,"拖动A(1→4)，A,C,B,D → C,B,D,A",sorting,"""A,C,B,D""","""C,B,D,A""","""A""",1,4
000000000000000000000000000002eb,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,9,1782903720236,"拖动D(3→2)，C,B,D,A → C,D,B,A",sorting,"""C,B,D,A""","""C,D,B,A""","""D""",3,2
000000000000000000000000000002ec,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,9,1782903725104,"拖动D(2→1)，C,D,B,A → D,C,B,A",sorting,"""C,D,B,A""","""D,C,B,A""","""D""",2,1
000000000000000000000000000002ed,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,leave_question,9,1782903733322,离开第7题,,,,,,
000000000000000000000000000002ee,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,enter_question,10,1782903736742,进入第8题,sorting,,,,,
000000000000000000000000000002ef,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,10,1782903746638,"拖动A(1→2)，A,B,C,D → B,A,C,D",sorting,"""A,B,C,D""","""B,A,C,D""","""A""",1,2
000000000000000000000000000002f0,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,10,1782903749524,"拖动C(3→1)，B,A,C,D → C,B,A,D",sorting,"""B,A,C,D""","""C,B,A,D""","""C""",3,1
000000000000000000000000000002f1,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,10,1782903755877,"拖动B(2→3)，C,B,A,D → C,A,B,D",sorting,"""C,B,A,D""","""C,A,B,D""","""B""",2,3
000000000000000000000000000002f2,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,leave_question,10,1782903761425,离开第8题,,,,,,
000000000000000000000000000002f3,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,enter_question,7,1782903763409,进入第9题,sorting,,,,,
000000000000000000000000000002f4,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,7,1782903778208,"拖动B(2→4)，A,B,C,D → A,C,D,B",sorting,"""A,B,C,D""","""A,C,D,B""","""B""",2,4
000000000000000000000000000002f5,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,7,1782903779753,"拖动C(2→3)，A,C,D,B → A,D,C,B",sorting,"""A,C,D,B""","""A,D,C,B""","""C""",2,3
000000000000000000000000000002f6,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,7,1782903783976,"拖动D(2→1)，A,D,C,B → D,A,C,B",sorting,"""A,D,C,B""","""D,A,C,B""","""D""",2,1
000000000000000000000000000002f7,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,7,1782903785167,"拖动C(3→1)，D,A,C,B → C,D,A,B",sorting,"""D,A,C,B""","""C,D,A,B""","""C""",3,1
000000000000000000000000000002f8,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,7,1782903790420,"拖动A(3→1)，C,D,A,B → A,C,D,B",sorting,"""C,D,A,B""","""A,C,D,B""","""A""",3,1
000000000000000000000000000002f9,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,7,1782903795232,"拖动C(2→3)，A,C,D,B → A,D,C,B",sorting,"""A,C,D,B""","""A,D,C,B""","""C""",2,3
000000000000000000000000000002fa,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,7,1782903798386,"拖动D(2→1)，A,D,C,B → D,A,C,B",sorting,"""A,D,C,B""","""D,A,C,B""","""D""",2,1
000000000000000000000000000002fb,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,leave_question,7,1782903805468,离开第9题,,,,,,
000000000000000000000000000002fc,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,enter_question,8,1782903807482,进入第10题,sorting,,,,,
000000000000000000000000000002fd,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,8,1782903814440,"拖动B(2→4)，A,B,C,D → A,C,D,B",sorting,"""A,B,C,D""","""A,C,D,B""","""B""",2,4
000000000000000000000000000002fe,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,8,1782903816694,"拖动C(2→3)，A,C,D,B → A,D,C,B",sorting,"""A,C,D,B""","""A,D,C,B""","""C""",2,3
000000000000000000000000000002ff,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,8,1782903819742,"拖动A(1→2)，A,D,C,B → D,A,C,B",sorting,"""A,D,C,B""","""D,A,C,B""","""A""",1,2
00000000000000000000000000000300,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,8,1782903826182,"拖动C(3→2)，D,A,C,B → D,C,A,B",sorting,"""D,A,C,B""","""D,C,A,B""","""C""",3,2
00000000000000000000000000000301,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,change_sorting_option,8,1782903827658,"拖动A(3→2)，D,C,A,B → D,A,C,B",sorting,"""D,C,A,B""","""D,A,C,B""","""A""",3,2
00000000000000000000000000000302,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,leave_question,8,1782903832677,离开第10题,,,,,,
00000000000000000000000000000303,0000000000000000000000000000000c,0000000000000000000000000000000c,QT-SIM-012-1280,sim_openid_012_439268,submit_exam,-1,1782903833129,提交试卷,,,,,,
00000000000000000000000000000304,0000000000000000000000000000000d,0000000000000000000000000000000d,QT-SIM-013-3067,sim_openid_013_622833,start_exam,-1,1782904358904,开始答题,,,,,,
