participantName,userOpenid,teacher_level,mean_score,total_score,item_id,questionIndex,item_title,scenarioText,optionA,optionB,optionC,optionD,primary_ability_type,secondary_ability_type,chosen_comb,S_initial,S_final,S_max,S_min,ResultRisk,RelativeDeviation,RD,abs_RD,Gain,Volatility,Deterioration,Recovery,RevisionSignal,ProcessConflict,OptionFocus,P_IVI,P_IVI_norm,effective_first_response_time_sec,effective_post_first_time_sec,effective_item_time_sec,Z_First,Z_Post,TimeSignal_raw_z,TimeSignal,action_count,revision_count,first_position_change_count,last_position_change_count,top_bottom_swap_count,unique_state_count,repeated_state_count,backtracking_count,oscillation_count,max_idle_gap_sec,time_removed_sec,interruption_flag,priorityOption,priorityPair,priorityOptionText,priorityPairText,process_type,process_labels,suggested_interview_focus,IIV_classic,IIV_hybrid,IIV_interpretation
教师19,sim_openid_019_623976,总体中等,2.1,21,Q4,4,频繁求助,中班区域活动时，小明选择了建构区。玩了一会儿，他跑到老师面前说“老师，我不会搭……帮帮我吧”，教师问他需要什么帮助时，他一边说我不会搭，一边却很快地将房子从一层积木加高到了两层。看小明专注搭建后，老师就离开建构区了。可是没一会，小明又找了老师好几次，说“老师，帮帮我吧，我不会搭”。,鼓励小明独立搭建，引导他思考接下来如何搭建，及时表扬他的努力。,先示范搭建关键部分，请小明观察方法，再鼓励他照着继续搭建。,在旁观察小明的搭建过程，并适时反馈，帮助他理清搭建步骤。,帮小明回顾已搭建完成的部分，指导他设定小目标，尝试自己实现。,C 观察诊断与介入时机,D 支架策略,ADCB,2,3,4,2,0.25,0.225,0.9,0.9,1,0.5,0.25,0.25,0.25,0.8,0.75,73.95,0.7395,26.702,24.636,51.338,1.192582,-0.412078,1.192582,0.596291,5,5,2,1,0,4,2,2,0,26.702,0.0,0,B,C/D,教师B：先示范搭建关键部分，请小明观察方法，再鼓励他照着继续搭建。,教师C：在旁观察小明的搭建过程，并适时反馈，帮助他理清搭建步骤。；教师D：帮小明回顾已搭建完成的部分，指导他设定小目标，尝试自己实现。,过程复杂,首反应异常；高修正投入；多次调整；首末位摇摆；路径振荡,请教师回忆读到情境后最先注意到什么、是否很快形成判断或感到难判断；追问后续主要在比较哪些做法、为什么调整；追问最理想或最不理想做法的判断为什么发生变化；追问当时是否在几个判断标准之间反复权衡,0.444629,0.437854,主要IIV信号：过程冲突、选项焦点变化、同题过程信息量；可追问选项比较：教师C：在旁观察小明的搭建过程，并适时反馈，帮助他理清搭建步骤。；教师D：帮小明回顾已搭建完成的部分，指导他设定小目标，尝试自己实现。
教师19,sim_openid_019_623976,总体中等,2.1,21,Q6,6,区域停留短,小班幼儿瑶瑶在区域活动时，一会儿在娃娃家切切菜，一会儿到美工区搓搓橡皮泥，一会儿又开心地跑到其它区域游戏，在任何一个区域停留时间都不超过三分钟。,提议瑶瑶完成某项游戏任务，如在娃娃家做菜，请他活动小结时分享。,游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友。,仔细观察瑶瑶在不同区域的游戏情况，分析他发生迅速转移的原因。,以同伴的身份陪伴瑶瑶在某一区域游戏，待他专注游戏后再离开。,C 观察诊断与介入时机,A 儿童视角,ABCD,2,2,2,1,0.5,0.025,-0.1,0.1,0,0.25,0.0,0.25,0.25,0.666667,1.0,70.439922,0.704399,7.481,15.664,23.145,-1.362637,-1.808961,0.0,0.0,3,3,2,2,1,3,1,1,0,7.481,0.0,0,,B/C,,教师B：游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友。；教师C：仔细观察瑶瑶在不同区域的游戏情况，分析他发生迅速转移的原因。,过程复杂,首反应异常；多次调整；首末位摇摆；优劣方向冲突,请教师回忆读到情境后最先注意到什么、是否很快形成判断或感到难判断；追问最理想或最不理想做法的判断为什么发生变化；追问是否曾把某做法从合适改判为不合适，或相反,0.483333,0.42647,主要IIV信号：选项焦点变化、同题过程信息量、过程冲突；可追问选项比较：教师B：游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友。；教师C：仔细观察瑶瑶在不同区域的游戏情况，分析他发生迅速转移的原因。
教师19,sim_openid_019_623976,总体中等,2.1,21,Q7,7,飞行棋各走各的,大班区域游戏中，轩轩和小宇一起玩飞行棋，他们将棋子摆好后，各自拿了一个骰子开始投，小宇说：“该我走。”轩轩说：“明明该我走！”相持不下，于是两人各拿一个骰子，自顾自地走自己的棋。,耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导。,暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题。,拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,E 共同游戏组织与规则共建,B 规则平衡,DCAB,0,2,2,0,0.5,0.025,-0.1,0.1,2,0.5,0.0,0.5,0.5,0.75,0.5,53.86124,0.538612,9.683,16.881,26.564,-0.844503,-1.578153,0.0,0.0,4,4,1,1,0,5,0,0,0,9.683,0.0,0,D,A/C,教师D：待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,教师A：耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导。；教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,过程简单,首反应异常；多次调整；首末位摇摆,请教师回忆读到情境后最先注意到什么、是否很快形成判断或感到难判断；追问最理想或最不理想做法的判断为什么发生变化,0.5,0.418181,主要IIV信号：过程冲突、同题过程信息量、结果风险；可追问选项比较：教师A：耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导。；教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。
教师20,sim_openid_020_495370,总体中等,2.6,26,Q7,7,飞行棋各走各的,大班区域游戏中，轩轩和小宇一起玩飞行棋，他们将棋子摆好后，各自拿了一个骰子开始投，小宇说：“该我走。”轩轩说：“明明该我走！”相持不下，于是两人各拿一个骰子，自顾自地走自己的棋。,耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导。,暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题。,拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,E 共同游戏组织与规则共建,B 规则平衡,ABCD,0,0,3,0,1.0,0.65,-2.6,2.6,0,0.75,0.75,0.0,0.75,0.75,0.5,38.967054,0.389671,12.968,12.354,25.322,0.532453,-0.59652,0.532453,0.266227,3,3,0,2,0,3,1,1,0,12.968,0.0,0,,B/D,,教师B：暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题。；教师D：待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,过程中等,多次调整；首末位摇摆,追问最理想或最不理想做法的判断为什么发生变化,0.776623,0.718606,主要IIV信号：结果风险、过程冲突、修正信号；可追问选项比较：教师B：暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题。；教师D：待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。
教师20,sim_openid_020_495370,总体中等,2.6,26,Q1,1,篮球架玩水,操场上新安装了一些篮球架，幼儿经常在这里投篮。某天户外活动时，几名幼儿带着画笔和水桶来到这里，他们先是快乐地粉刷篮球架，之后开始往篮框里灌水，有的从上面灌，有的在下面接，忙的不亦乐乎，俨然这里成为了玩水的场地。,看到幼儿玩得很开心，不干预他们的玩水行为，待兴趣减弱后再讨论玩水的适宜性。,表扬幼儿的新发现，并询问在篮球架旁玩水是否合适，提议幼儿可以换个地方玩水。,参与到幼儿的“粉刷”游戏中，逐步引导幼儿到适宜玩水的地方继续开展游戏。,提醒幼儿篮球架是用于开展运动的，与其他幼儿一起召唤他们打篮球，转移他们的关注点。,B 自主游戏与规则/安全/价值平衡,A 游戏意义理解,BADC,4,1,4,1,0.75,0.4,-1.6,1.6,-3,0.75,0.75,0.0,0.75,0.75,0.5,35.354065,0.353541,14.852,10.51,25.362,0.951596,-0.963494,0.951596,0.475798,2,2,1,1,0,3,0,0,0,14.852,0.0,0,A,C/D,教师A：看到幼儿玩得很开心，不干预他们的玩水行为，待兴趣减弱后再讨论玩水的适宜性。,教师C：参与到幼儿的“粉刷”游戏中，逐步引导幼儿到适宜玩水的地方继续开展游戏。；教师D：提醒幼儿篮球架是用于开展运动的，与其他幼儿一起召唤他们打篮球，转移他们的关注点。,过程简单,首末位摇摆,追问最理想或最不理想做法的判断为什么发生变化,0.69758,0.625257,主要IIV信号：结果风险、过程冲突、修正信号；可追问选项比较：教师C：参与到幼儿的“粉刷”游戏中，逐步引导幼儿到适宜玩水的地方继续开展游戏。；教师D：提醒幼儿篮球架是用于开展运动的，与其他幼儿一起召唤他们打篮球，转移他们的关注点。
教师20,sim_openid_020_495370,总体中等,2.6,26,Q9,9,艾莎公主不运动,小班的一次户外运动，有几个女孩子从一开始就没有选择任何体育活动项目，而是聚在一起坐在地上玩“艾莎公主”的游戏，比一比谁的鞋子最漂亮，谁的魔法最厉害。,询问幼儿没有参与运动的原因，提供丰富的活动材料吸引幼儿参与运动活动。,提醒幼儿现在是运动时间，请他们等自由游戏时间再一起玩“艾莎公主”的游戏。,利用艾莎公主的鞋子设计走、跑、跳等活动，并以参与者的身份邀请幼儿一起参与运动。,肯定幼儿自主游戏的行为，言语引导幼儿穿着“漂亮的鞋子”参与运动。,D 支架策略与游戏推进,A 儿童视角/B 目标平衡,DACB,0,3,4,0,0.25,0.1,0.4,0.4,3,1.0,0.25,0.75,0.75,1.0,1.0,77.337879,0.773379,8.766,25.123,33.889,-0.677561,1.014834,1.014834,0.507417,5,5,4,1,1,6,0,0,0,8.963,0.0,0,D,A/C,教师D：肯定幼儿自主游戏的行为，言语引导幼儿穿着“漂亮的鞋子”参与运动。,教师A：询问幼儿没有参与运动的原因，提供丰富的活动材料吸引幼儿参与运动活动。；教师C：利用艾莎公主的鞋子设计走、跑、跳等活动，并以参与者的身份邀请幼儿一起参与运动。,过程复杂,首反应异常；高修正投入；多次调整；首末位摇摆；优劣方向冲突,请教师回忆读到情境后最先注意到什么、是否很快形成判断或感到难判断；追问后续主要在比较哪些做法、为什么调整；追问最理想或最不理想做法的判断为什么发生变化；追问是否曾把某做法从合适改判为不合适，或相反,0.600742,0.541911,主要IIV信号：过程冲突、选项焦点变化、同题过程信息量；可追问选项比较：教师A：询问幼儿没有参与运动的原因，提供丰富的活动材料吸引幼儿参与运动活动。；教师C：利用艾莎公主的鞋子设计走、跑、跳等活动，并以参与者的身份邀请幼儿一起参与运动。
教师20,sim_openid_020_495370,总体中等,2.6,26,Q6,6,区域停留短,小班幼儿瑶瑶在区域活动时，一会儿在娃娃家切切菜，一会儿到美工区搓搓橡皮泥，一会儿又开心地跑到其它区域游戏，在任何一个区域停留时间都不超过三分钟。,提议瑶瑶完成某项游戏任务，如在娃娃家做菜，请他活动小结时分享。,游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友。,仔细观察瑶瑶在不同区域的游戏情况，分析他发生迅速转移的原因。,以同伴的身份陪伴瑶瑶在某一区域游戏，待他专注游戏后再离开。,C 观察诊断与介入时机,A 儿童视角,BCAD,2,4,4,2,0.0,0.35,1.4,1.4,2,0.5,0.0,0.5,0.5,0.857143,1.0,87.706977,0.87707,7.718,34.867,42.585,-1.070982,1.758888,1.758888,0.879444,7,7,2,5,0,8,0,0,0,10.845,0.0,0,A,B/C,教师A：提议瑶瑶完成某项游戏任务，如在娃娃家做菜，请他活动小结时分享。,教师B：游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友。；教师C：仔细观察瑶瑶在不同区域的游戏情况，分析他发生迅速转移的原因。,过程复杂,首反应异常；高修正投入；多次调整；首末位摇摆,请教师回忆读到情境后最先注意到什么、是否很快形成判断或感到难判断；追问后续主要在比较哪些做法、为什么调整；追问最理想或最不理想做法的判断为什么发生变化,0.459373,0.487869,主要IIV信号：选项焦点变化、相对时间信号、同题过程信息量；可追问选项比较：教师B：游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友。；教师C：仔细观察瑶瑶在不同区域的游戏情况，分析他发生迅速转移的原因。
教师20,sim_openid_020_495370,总体中等,2.6,26,Q5,5,消防员救火开心,近几天，中班的幼儿十分热衷于在区域游戏时间玩“消防员救火”的游戏。游戏结束后的交流活动中，老师问幼儿最想分享什么时，阳阳说“娃娃家着火了，好开心啊！”。,抓住教育契机，向幼儿耐心解释真实的火灾会造成物品损失和人员伤亡。,询问幼儿开心的是“着火”本身，还是消防员成功救火、娃娃家的人得救？,引导幼儿思考“娃娃家着火”值不值得开心，帮助他们认识真实火灾是危险的。,请阳阳讲讲娃娃家着火后发生了什么、为什么开心，借此理解幼儿的游戏体验。,A 游戏意义理解与儿童视角,B 价值平衡,BADC,2,3,3,2,0.25,0.1,0.4,0.4,1,0.25,0.0,0.25,0.25,0.75,1.0,63.464729,0.634647,21.023,26.089,47.112,2.025279,1.100486,2.025279,1.0,4,4,1,3,0,4,1,1,1,21.023,0.0,0,A,C/D,教师A：抓住教育契机，向幼儿耐心解释真实的火灾会造成物品损失和人员伤亡。,教师C：引导幼儿思考“娃娃家着火”值不值得开心，帮助他们认识真实火灾是危险的。；教师D：请阳阳讲讲娃娃家着火后发生了什么、为什么开心，借此理解幼儿的游戏体验。,过程中等,高修正投入；多次调整；首末位摇摆；路径振荡,追问后续主要在比较哪些做法、为什么调整；追问最理想或最不理想做法的判断为什么发生变化；追问当时是否在几个判断标准之间反复权衡,0.5,0.471732,主要IIV信号：相对时间信号、选项焦点变化、过程冲突；可追问选项比较：教师C：引导幼儿思考“娃娃家着火”值不值得开心，帮助他们认识真实火灾是危险的。；教师D：请阳阳讲讲娃娃家着火后发生了什么、为什么开心，借此理解幼儿的游戏体验。
教师20,sim_openid_020_495370,总体中等,2.6,26,Q3,3,材料选择无层次,大班上学期，张老师在建构区投放了按图搭建的游戏材料，并提供了不同星级难度的任务卡供幼儿选择，但有的幼儿一上来就选择高难度的三星级任务卡，结果不能顺利完成任务；而有的幼儿始终选择低难度的一星级任务卡。这天，浩浩又连续选择了几张一星级任务卡，很快就完成了任务。,调整任务卡提供方式，在游戏开始前根据幼儿的能力水平有针对性地发放任务卡。,暂不介入，尊重幼儿的自主选择和游戏体验，只要完成任务就是一种经验积累。,调整任务卡呈现方式，如增加“我想挑战”等提示，鼓励幼儿选择不同星级的挑战。,和浩浩回顾已完成的任务，比较不同星级的难度，邀请他选择稍有挑战的任务。,D 支架策略与游戏推进,C 观察诊断,DCBA,0,4,4,0,0.0,0.35,1.4,1.4,4,1.0,0.0,1.0,1.0,1.0,0.75,62.0,0.62,9.244,14.929,24.173,-0.513506,-0.166724,0.0,0.0,3,3,2,1,1,4,0,0,0,9.244,0.0,0,A,B/C,教师A：调整任务卡提供方式，在游戏开始前根据幼儿的能力水平有针对性地发放任务卡。,教师B：暂不介入，尊重幼儿的自主选择和游戏体验，只要完成任务就是一种经验积累。；教师C：调整任务卡呈现方式，如增加“我想挑战”等提示，鼓励幼儿选择不同星级的挑战。,过程中等,首反应异常；多次调整；首末位摇摆；优劣方向冲突,请教师回忆读到情境后最先注意到什么、是否很快形成判断或感到难判断；追问最理想或最不理想做法的判断为什么发生变化；追问是否曾把某做法从合适改判为不合适，或相反,0.475,0.4585,主要IIV信号：过程冲突、修正信号、选项焦点变化；可追问选项比较：教师B：暂不介入，尊重幼儿的自主选择和游戏体验，只要完成任务就是一种经验积累。；教师C：调整任务卡呈现方式，如增加“我想挑战”等提示，鼓励幼儿选择不同星级的挑战。
教师20,sim_openid_020_495370,总体中等,2.6,26,Q2,2,未参与小组建构,大班建构活动中，睿睿和其他幼儿计划一起搭积木大桥，他们讨论了搭建方法，并进入区域开始搭建。就在其他幼儿在认真搭建时，睿睿发现了一块长条木板，他一会儿在地上推着走，一会儿当枪使，没有再参与小组的搭建。,继续观察，后续分享中支持睿睿思考如何把长条木板融入小组的建构中。,肯定睿睿的创造性玩法，询问他长条板能否当桥面，引导他参与到搭桥任务中。,引导睿睿回顾计划，建议他先完成共同任务，长条木板可以等自由游戏时再玩。,看到睿睿玩得开心，暂不介入，等下一次活动时再提醒他根据计划开展游戏。,D 支架策略与游戏推进,E 共同游戏组织,CDBA,0,4,4,0,0.0,0.35,1.4,1.4,4,1.0,0.0,1.0,1.0,1.0,0.5,38.761111,0.387611,13.033,13.989,27.022,0.547902,-0.314361,0.547902,0.273951,3,3,1,1,0,4,0,0,0,13.033,0.0,0,A,A/B,教师A：继续观察，后续分享中支持睿睿思考如何把长条木板融入小组的建构中。,教师A：继续观察，后续分享中支持睿睿思考如何把长条木板融入小组的建构中。；教师B：肯定睿睿的创造性玩法，询问他长条板能否当桥面，引导他参与到搭桥任务中。,过程简单,多次调整；首末位摇摆,追问最理想或最不理想做法的判断为什么发生变化,0.477395,0.449276,主要IIV信号：过程冲突、修正信号、选项焦点变化；可追问选项比较：教师A：继续观察，后续分享中支持睿睿思考如何把长条木板融入小组的建构中。；教师B：肯定睿睿的创造性玩法，询问他长条板能否当桥面，引导他参与到搭桥任务中。
教师20,sim_openid_020_495370,总体中等,2.6,26,Q4,4,频繁求助,中班区域活动时，小明选择了建构区。玩了一会儿，他跑到老师面前说“老师，我不会搭……帮帮我吧”，教师问他需要什么帮助时，他一边说我不会搭，一边却很快地将房子从一层积木加高到了两层。看小明专注搭建后，老师就离开建构区了。可是没一会，小明又找了老师好几次，说“老师，帮帮我吧，我不会搭”。,鼓励小明独立搭建，引导他思考接下来如何搭建，及时表扬他的努力。,先示范搭建关键部分，请小明观察方法，再鼓励他照着继续搭建。,在旁观察小明的搭建过程，并适时反馈，帮助他理清搭建步骤。,帮小明回顾已搭建完成的部分，指导他设定小目标，尝试自己实现。,C 观察诊断与介入时机,D 支架策略,ABDC,2,2,2,1,0.5,0.15,-0.6,0.6,0,0.25,0.0,0.25,0.25,0.666667,0.75,64.516667,0.645167,7.696,17.316,25.012,-1.079802,0.169995,0.169995,0.084998,3,3,2,1,0,3,1,1,1,8.296,0.0,0,C,A/B,教师C：在旁观察小明的搭建过程，并适时反馈，帮助他理清搭建步骤。,教师A：鼓励小明独立搭建，引导他思考接下来如何搭建，及时表扬他的努力。；教师B：先示范搭建关键部分，请小明观察方法，再鼓励他照着继续搭建。,过程复杂,首反应异常；多次调整；首末位摇摆；路径振荡,请教师回忆读到情境后最先注意到什么、是否很快形成判断或感到难判断；追问最理想或最不理想做法的判断为什么发生变化；追问当时是否在几个判断标准之间反复权衡,0.466833,0.425758,主要IIV信号：选项焦点变化、过程冲突、同题过程信息量；可追问选项比较：教师A：鼓励小明独立搭建，引导他思考接下来如何搭建，及时表扬他的努力。；教师B：先示范搭建关键部分，请小明观察方法，再鼓励他照着继续搭建。
教师20,sim_openid_020_495370,总体中等,2.6,26,Q10,10,引水难题未解,中班上学期，幼儿在“引水游戏”中遇到了难题——水无法被引到竹片管道上。他们不断调整竹片拼接的方式，却始终没能成功，即竹片一头高于出水管道，阻碍了引流。渐渐地幼儿的探索兴趣也减弱了，有的开始玩水，有的甚至离开了水池。,示范正确的引水方法，请幼儿注意观察并说说引水的要领，再自己试一试。,加入幼儿的探索，引导他们观察水流受阻的位置，一起尝试调整竹片的摆放方式。,组织幼儿就游戏困难进行讨论，寻找解决问题的方案，引导幼儿再次尝试。,投放更多辅助引水的材料，重新激起幼儿的探索兴趣，继续观察游戏进展。,C 观察诊断与介入时机,D 探究支架,ADCB,1,3,4,1,0.25,0.1,0.4,0.4,2,0.75,0.25,0.5,0.5,0.75,1.0,60.20969,0.602097,10.515,11.959,22.474,-0.115441,-0.670289,0.0,0.0,4,4,2,2,0,5,0,0,0,10.515,0.0,0,B,B/C,教师B：加入幼儿的探索，引导他们观察水流受阻的位置，一起尝试调整竹片的摆放方式。,教师B：加入幼儿的探索，引导他们观察水流受阻的位置，一起尝试调整竹片的摆放方式。；教师C：组织幼儿就游戏困难进行讨论，寻找解决问题的方案，引导幼儿再次尝试。,过程中等,多次调整；首末位摇摆,追问最理想或最不理想做法的判断为什么发生变化,0.45,0.407605,主要IIV信号：选项焦点变化、过程冲突、同题过程信息量；可追问选项比较：教师B：加入幼儿的探索，引导他们观察水流受阻的位置，一起尝试调整竹片的摆放方式。；教师C：组织幼儿就游戏困难进行讨论，寻找解决问题的方案，引导幼儿再次尝试。
教师20,sim_openid_020_495370,总体中等,2.6,26,Q8,8,跳绳秩序混乱,周三下午，大五班的幼儿正自发进行跳绳游戏。李老师观察后发现，挤在一起跳绳的幼儿人数较多，整个场面十分混乱，幼儿很容易出现碰撞现象。此外，由于当“柱子”的幼儿很久才能轮上跳绳，因此也显得很不耐烦。,请幼儿暂停游戏，将幼儿分成多个小组并引导他们以小组为单位分区域开展游戏。,请幼儿说一说跳绳活动中存在的问题，并邀请幼儿一起设置跳绳的规则。,提供更多数量和不同种类的跳绳，并言语引导幼儿分组分区同时进行跳绳游戏。,暂不介入，活动分享时通过照片或视频回放引导幼儿发现问题并商议解决办法。,E 共同游戏组织与规则共建,B 安全秩序,ABDC,2,2,2,2,0.5,0.15,-0.6,0.6,0,0.0,0.0,0.0,0.0,0.0,0.25,30.774242,0.307742,8.989,8.932,17.921,-0.59994,-1.332815,0.0,0.0,1,1,0,1,0,2,0,0,0,8.989,0.0,0,C,C/D,教师C：提供更多数量和不同种类的跳绳，并言语引导幼儿分组分区同时进行跳绳游戏。,教师C：提供更多数量和不同种类的跳绳，并言语引导幼儿分组分区同时进行跳绳游戏。；教师D：暂不介入，活动分享时通过照片或视频回放引导幼儿发现问题并商议解决办法。,过程简单,首反应异常,请教师回忆读到情境后最先注意到什么、是否很快形成判断或感到难判断,0.225,0.212887,主要IIV信号：结果风险、同题过程信息量、选项焦点变化；可追问选项比较：教师C：提供更多数量和不同种类的跳绳，并言语引导幼儿分组分区同时进行跳绳游戏。；教师D：暂不介入，活动分享时通过照片或视频回放引导幼儿发现问题并商议解决办法。
教师21,sim_openid_021_366613,总体中等,2.1,21,Q5,5,消防员救火开心,近几天，中班的幼儿十分热衷于在区域游戏时间玩“消防员救火”的游戏。游戏结束后的交流活动中，老师问幼儿最想分享什么时，阳阳说“娃娃家着火了，好开心啊！”。,抓住教育契机，向幼儿耐心解释真实的火灾会造成物品损失和人员伤亡。,询问幼儿开心的是“着火”本身，还是消防员成功救火、娃娃家的人得救？,引导幼儿思考“娃娃家着火”值不值得开心，帮助他们认识真实火灾是危险的。,请阳阳讲讲娃娃家着火后发生了什么、为什么开心，借此理解幼儿的游戏体验。,A 游戏意义理解与儿童视角,B 价值平衡,ABDC,2,2,4,1,0.5,0.025,-0.1,0.1,0,0.75,0.5,0.25,0.5,0.9,1.0,92.293411,0.922934,11.045,40.72,51.765,-0.993403,1.437886,1.437886,0.718943,10,10,8,5,4,8,3,3,2,11.045,0.0,0,C,C/D,教师C：引导幼儿思考“娃娃家着火”值不值得开心，帮助他们认识真实火灾是危险的。,教师C：引导幼儿思考“娃娃家着火”值不值得开心，帮助他们认识真实火灾是危险的。；教师D：请阳阳讲讲娃娃家着火后发生了什么、为什么开心，借此理解幼儿的游戏体验。,过程复杂,首反应异常；高修正投入；多次调整；首末位摇摆；优劣方向冲突；路径振荡,请教师回忆读到情境后最先注意到什么、是否很快形成判断或感到难判断；追问后续主要在比较哪些做法、为什么调整；追问最理想或最不理想做法的判断为什么发生变化；追问是否曾把某做法从合适改判为不合适，或相反；追问当时是否在几个判断标准之间反复权衡,0.651894,0.581791,主要IIV信号：选项焦点变化、同题过程信息量、过程冲突；可追问选项比较：教师C：引导幼儿思考“娃娃家着火”值不值得开心，帮助他们认识真实火灾是危险的。；教师D：请阳阳讲讲娃娃家着火后发生了什么、为什么开心，借此理解幼儿的游戏体验。
教师21,sim_openid_021_366613,总体中等,2.1,21,Q8,8,跳绳秩序混乱,周三下午，大五班的幼儿正自发进行跳绳游戏。李老师观察后发现，挤在一起跳绳的幼儿人数较多，整个场面十分混乱，幼儿很容易出现碰撞现象。此外，由于当“柱子”的幼儿很久才能轮上跳绳，因此也显得很不耐烦。,请幼儿暂停游戏，将幼儿分成多个小组并引导他们以小组为单位分区域开展游戏。,请幼儿说一说跳绳活动中存在的问题，并邀请幼儿一起设置跳绳的规则。,提供更多数量和不同种类的跳绳，并言语引导幼儿分组分区同时进行跳绳游戏。,暂不介入，活动分享时通过照片或视频回放引导幼儿发现问题并商议解决办法。,E 共同游戏组织与规则共建,B 安全秩序,CABD,2,1,2,0,0.75,0.275,-1.1,1.1,-1,0.5,0.25,0.25,0.25,0.75,0.75,74.143939,0.741439,29.126,23.169,52.295,0.983694,-0.232055,0.983694,0.491847,4,4,1,2,0,4,1,1,1,29.126,0.0,0,C,B/D,教师C：提供更多数量和不同种类的跳绳，并言语引导幼儿分组分区同时进行跳绳游戏。,教师B：请幼儿说一说跳绳活动中存在的问题，并邀请幼儿一起设置跳绳的规则。；教师D：暂不介入，活动分享时通过照片或视频回放引导幼儿发现问题并商议解决办法。,过程复杂,首反应异常；多次调整；首末位摇摆；路径振荡,请教师回忆读到情境后最先注意到什么、是否很快形成判断或感到难判断；追问最理想或最不理想做法的判断为什么发生变化；追问当时是否在几个判断标准之间反复权衡,0.624185,0.577507,主要IIV信号：结果风险、过程冲突、选项焦点变化；可追问选项比较：教师B：请幼儿说一说跳绳活动中存在的问题，并邀请幼儿一起设置跳绳的规则。；教师D：暂不介入，活动分享时通过照片或视频回放引导幼儿发现问题并商议解决办法。
教师21,sim_openid_021_366613,总体中等,2.1,21,Q2,2,未参与小组建构,大班建构活动中，睿睿和其他幼儿计划一起搭积木大桥，他们讨论了搭建方法，并进入区域开始搭建。就在其他幼儿在认真搭建时，睿睿发现了一块长条木板，他一会儿在地上推着走，一会儿当枪使，没有再参与小组的搭建。,继续观察，后续分享中支持睿睿思考如何把长条木板融入小组的建构中。,肯定睿睿的创造性玩法，询问他长条板能否当桥面，引导他参与到搭桥任务中。,引导睿睿回顾计划，建议他先完成共同任务，长条木板可以等自由游戏时再玩。,看到睿睿玩得开心，暂不介入，等下一次活动时再提醒他根据计划开展游戏。,D 支架策略与游戏推进,E 共同游戏组织,BCDA,0,3,4,0,0.25,0.225,0.9,0.9,3,1.0,0.25,0.75,0.75,1.0,1.0,77.65,0.7765,29.321,24.696,54.017,0.9973,-0.043041,0.9973,0.49865,6,6,1,6,1,7,0,0,0,29.321,0.0,0,A,C/D,教师A：继续观察，后续分享中支持睿睿思考如何把长条木板融入小组的建构中。,教师C：引导睿睿回顾计划，建议他先完成共同任务，长条木板可以等自由游戏时再玩。；教师D：看到睿睿玩得开心，暂不介入，等下一次活动时再提醒他根据计划开展游戏。,过程复杂,首反应异常；高修正投入；多次调整；首末位摇摆；优劣方向冲突,请教师回忆读到情境后最先注意到什么、是否很快形成判断或感到难判断；追问后续主要在比较哪些做法、为什么调整；追问最理想或最不理想做法的判断为什么发生变化；追问是否曾把某做法从合适改判为不合适，或相反,0.599865,0.55994,主要IIV信号：过程冲突、选项焦点变化、同题过程信息量；可追问选项比较：教师C：引导睿睿回顾计划，建议他先完成共同任务，长条木板可以等自由游戏时再玩。；教师D：看到睿睿玩得开心，暂不介入，等下一次活动时再提醒他根据计划开展游戏。
